Instance Id,Instance Name,Is Dead,User Count,Description,Short,topic,active users,dead,reg,rules,cleaned_rules
58e113f311c1a56b775b3933,awoo.space,False,1727,"Awoo.space is a Mastodon instance where members can rely on a team of moderators to help resolve conflict, and limits federation with other instances using a specific access list to minimize abuse. It isn't aimed at any specific audience, though there are a lot of queer furries here for some reason 😄</p>
<p>While mature content is allowed here, we strongly believe in being able to choose to engage with content on your own terms, so please make sure to put mature and potentially sensitive content behind the content warning (CW) feature with enough description that people know what it's about.</p>
<p>Before signing up, please read <a href=/terms>our community guidelines</a>. While it's a very broad swath of topics it covers, please do your best! We believe that as long as you're putting forth genuine effort to limit harm you might cause – even if you haven't read the document – you'll be okay!</p>
<p>Favicon, about page and menu column art by <a href=/@kyra>@kyra</a> (<a href=https://twitter.com/@heres_ky>@heres_ky</a> on Twitter)</p>
<p>This server uses <a href=""http://mutant.tech"">Mutant Standard emoji</a> made by <a href=https://weirder.earth/@Dzuk>Dzuk</a> (plus some more that aren't part of Mutant Standard, including controller emoji and hbomb DK64 fan emoji), which are licensed under a <a href=https://creativecommons.org/licenses/by-nc-sa/4.0/>Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License</a>.</p><p>Blobhaj emojos by <a href=""https://heatherhorns.com/emoji/"">Heatherhorns</a> are licensed under a <a href=""http://creativecommons.org/licenses/by/4.0/"">Creative Commons Attribution 4.0 International License</a>.","Awoo.space is a Mastodon instance where members can rely on a team of moderators to help resolve conflict, and limits federation with other instances using a specific access list to minimize abuse.</p>
<p>While mature content is allowed here, we strongly believe in being able to choose to engage with content on your own terms, so please make sure to put mature and potentially sensitive content behind the CW feature with enough description that people know what it's about.</p>
<p>Before signing up, please read <a href=/terms>our community guidelines</a>. While it's a very broad swath of topics it covers, please do your best! We believe that as long as you're putting forth genuine effort to limit harm you might cause – even if you haven't read the document – you'll be okay!",Awoo Space,,,False,[],[]
58e159e9be0ec66f42e7dab1,aleph.land,False,1648,"<h1>Welcome to the א community!</h1>

<p>Hosted and managed in 🇫🇷 France.</p>

<p><a href=""https://liberapay.com/aleph.land/donate""><img alt=""Donate using Liberapay"" src=""https://aleph.land/liberapay.svg""></a></p>

<p>First, here are the main ideas behind our rules that should be yours:</p>

<ul>
<li>The respect of others is primary.</li>
<li>This instance wants to be peaceful and welcoming.</li>
<li>Each user is responsible of their account.</li>
</ul>

<h2>Rules of Aleph.land</h2>

<p>You can be suspended for:</p>

<ul>
<li>Sharing content that is illegal in France (pedophilia, mainly).</li>
<li>Taking part of a harassment.</li>
<li>Putting someone in danger.</li>
<li>Having a racist, sexist, discriminating or oppressive talk.</li>
<li>Voluntarily degrading the prosperity or the good atmosphere of the instance.</li>
</ul>

<p>You can be muted from the public timelines for:</p>

<ul>
<li>Posting a media, some text or a link to the following contents without an explicit content warning and NSFW cover:

<ul>
<li>nudity (#nude)</li>
<li>gore (#gore)</li>
<li>pornography (#porn)</li>
<li>a flashy media that could be harmful for photosensitive people (#epilepsywarning)</li>
<li>spoil (#spoil)</li>
</ul></li>
<li>Unpleasant shitposting or flooding.</li>
<li>Making abusive ads.</li>
<li>Posting automatic toots from another source.</li>
</ul>

<p>Please keep in mind that these rules are here to guarantee a good experience to everyone on the instance. Also, this list is not exhaustive and moderators will do their best to solve problems that may not have been specified here.</p>

<p>If you have any question, or suggestion, don&#39;t hesitate to contact me at <a href=""https://aleph.land/@Madeorsk"">@Madeorsk@aleph.land</a>! :)</p>

<p>You can also donate every month to help me to maintain this instance: <a href=""https://liberapay.com/Aleph.LAND"">liberapay.com/Aleph.LAND</a></p>
",A small island of the fediverse. א,Aleph,,,True,"[{'id': '1', 'text': 'Do not share illegal content in France (pedophilia, mainly).', 'hint': ''}, {'id': '2', 'text': 'Do not take part of a harassment.', 'hint': ''}, {'id': '3', 'text': 'Do not put someone in danger.', 'hint': ''}, {'id': '4', 'text': 'Do not have a racist, sexist, discriminating or oppressive talk.', 'hint': ''}, {'id': '5', 'text': 'Do not voluntarily degrade the prosperity or the good atmosphere of the instance.', 'hint': ''}, {'id': '6', 'text': 'Unpleasant shitposting or flooding or abusive ads on public timelines is forbidden.', 'hint': ''}]","['', '', '', '', '', '']"
58e23f108fc23f4d8fc861f9,mastodon.gougere.fr,False,1883,"<h3>Gougère ?</h3>

<p>Vous vous trouvez sur l'instance Mastodon de Gougère, un réseau informatique géré sur notre temps libre. L'instance est maintenue par @papaeng89 et <a href=""https://yann.pt"">@yapret</a>.</p>

<p>Le serveur se trouve dans un datacenter d'OVH dans ch'Nord.</p>

<h3>Quelques règles</h3>

<p>De manière générale, les utilisateurs de cette instance sont invités à respecter la Netiquette (telle que décrite dans la <a href=""https://www.ietf.org/rfc/rfc1855.txt"">RFC 1855</a>).</p>

<p>Les contenus NSFW sont autorisés seulement s'ils sont taggés comme tels et légaux en France, de même que les spoilers pouettés doivent l'être sous Content Warning explicite. Il est souhaitable que chacun tente, dans la mesure du possible, de ne pas flooder, notamment sur les timelines publiques.</p>

<p>La liberté des uns s'arrête là où commence celle des autres. Si quelqu'un empiète sur la vôtre, vous pouvez le bloquer et/ou le signaler aux administrateurs, qui se chargeront, avec l'avis de la communauté, de prendre les mesures nécessaires.</p>

<h3>Nous aider</h3>

<p>L'accès à l'instance est gratuit et le restera, mais le réseau Gougère a un coût. Pour nous aider à le supporter, c'est par là : <a href=""https://www.patreon.com/yapret"">https://www.patreon.com/yapret</a></p>

<h3>Crédits</h3>

<p>Miniature du serveur : <a href=""https://creativecommons.org/licenses/by/2.0/deed.fr"">CC BY 2.0</a> <a href=""https://www.flickr.com/people/66419320@N00"">Jules Morgan</a></p>
",,Mastodon - Gougère Network,,,True,"[{'id': '1', 'text': 'Voir la section ""A propos""'}]","['Voir la section ""A propos""']"
58e277ff3f67c310eab28cb6,oc.todon.fr,False,2805,"<p>oc.todon.fr est une instance Mastodon principalement francophone et avec une modération active.</p>

<h3>Règles :</h3> <p>Aucun type de harcèlement ou de (micro-)agression n'est toléré, qu'elles soient personnelles ou relèvent d'un système oppressif (misogynie, racisme, LGBTphobies/queerphobie, validisme, etc.). De même pour la promotion de ces oppressions et des mouvements politiques associés (masculinisme, suprémacisme, etc.).</p> <p>La pornographie et la nudité doivent être obligatoirement indiquées comme ""NSFW"". De même pour contenus sensibles/choquants, qui doivent avoir un Content Warning approprié.</p> <p>Sauf exception accordée par l'admin, les publicités sont bannies de cette instance.</p> <p>Enfin, vous devez respecter les lois françaises, y compris celles concernant les droits d'auteurs.</p>
<h3>À propos de cette instance :</h3>

<p>Cette instance est maintenue sur mon temps libre, et je ne souhaite pas me faire rémunérer pour cela. Cependant, je dois louer le matériel, et vous pouvez me donner un coup de main <a href=""https://liberapay.com/val"">sur Liberapay</a> si vous le souhaitez.</p>

<p>Pour suivre les mises à jour de l'instance, abonnez-vous au compte <a href=""https://oc.todon.fr/@admin"">@admin</a>. Vous pouvez aussi me contacter via ce compte, ou par email à l'adresse progval+octodon arobase progval point net (GPG: <a href=""https://static.progval.net/public/ValentinLorentz.pub"">3790 43E3 DF96 D323 7E67  82AC 0E08 2B40 E437 6B1E</a>).</p>

<p>Les listes d'utilisateurices et d'instances bloqué-es et silencié-es ne sont pas visibles publiquement pour éviter des plaintes pour diffamation. Elles sont en revanche disponibles sur demande en message privé à <a href=""https://oc.todon.fr/@admin"">@admin</a> ou par email.</p>

<h3>Inscription avec une adresse email Microsoft</h3>

<p>Microsoft a décidé que tous les emails venant de mon serveur sont du spam, malgré une configuration correcte, une adresse IP de bonne réputation, et avoir <a href=""https://sendersupport.olc.protection.outlook.com/snds/index.aspx"">contacté Microsoft</a>. Il est donc impossible de s'inscrire avec des adresses Outlook, Hotmail, Live, ou MSN.
</p>

<h3>Mentions légales</h3>

<p>Ce site web est hébergé à titre non lucratif par Val Lorentz sur un serveur loué en France chez <a href=""https://www.online.net/"">SCALEWAY SAS BP 438 75366 PARIS CEDEX 08 FRANCE</a>. Les contenus présents sur ce site sont uniquement la responsabilité de leur auteurice.</p>
",oc.todon.fr is a mostly French-speaking Mastodon instance with an active moderation. oc.todon.fr est une instance Mastodon principalement francophone et avec une modération active.,Octodon,,,True,"[{'id': '1', 'text': 'Pas de bigotrie (misogynie, racisme, LGBTphobies/queerphobie, validisme, etc.)'}, {'id': '2', 'text': 'La pornographie et la nudité doivent être obligatoirement indiquées comme ""NSFW"". De même pour contenus sensibles/choquants, qui doivent avoir un Content Warning approprié.'}, {'id': '3', 'text': 'Pas de publicités'}, {'id': '4', 'text': 'Pas de contenus illégaux'}]","['Pas de bigotrie (misogynie, racisme, LGBTphobies/queerphobie, validisme, etc.)', 'La pornographie et la nudité doivent être obligatoirement indiquées comme ""NSFW"". De même pour contenus sensibles/choquants, qui doivent avoir un Content Warning approprié.', 'Pas de publicités', 'Pas de contenus illégaux']"
58e2fced21ace530cfec9c67,anticapitalist.party,False,1957,"<style type=""text/css"">.tg  {border-collapse:collapse;border-spacing:0;} .tg td{font-family:Arial, sans-serif;font-size:14px;padding:10px 5px;border-style:solid;border-width:1px;overflow:hidden;word-break:normal;} .tg th{font-family:Arial, sans-serif;font-size:14px;font-weight:normal;padding:10px 5px;border-style:solid;border-width:1px;overflow:hidden;word-break:normal;} .tg .tg-9hbo{font-weight:bold;vertical-align:top} .tg .tg-yw4l{vertical-align:top} </style>

<h1 id=""CoC"">ACP Code of Conduct</h1>

<h2 id=""rules"">General rules</h2>

<ul>
<li>All forms of transphobia, misogyny, homophobia, racism, fat-shaming, ableism, engaging in targeted harrasment, and any kind of oppressive slurs are strictly prohibited.</li>

<li>Our servers are under French jurisdiction. <em>French laws do apply here</em>.</li>

<li>Porn and nudity are allowed, but must have a CW. Lolicon and sexual discussions or depictions of minors are never allowed.</li>

<li>Parody accounts are <em>allowed</em>, and must be identified as such in their description or name.</li>

<li>Cross posting from a twitter account is allowed but must be set to unlisted or private. It must include a content warning if the subject requires it, or if the crossposter does not support them, you should take care to prefix your tweets with a ""CW:"" or ""TW:"".</li>

</ul>

<h2 id=""report"">Reporting content / abuse</h2>

<p>You can report a toot by using the built-in ""report"" button, which appears under every toot (""three dots"" button). Please include a descriptive comment, so we can better understand what's going on.</p>

<h2 id=""sanctions"">Sanctions</h2>

<p>Toots violating our Code of Conduct can be removed by moderators. Depending on the reported violation, your account may be suspended or silenced.</p>

<p><hr /></p>

<h1>Moderators</h1>

<ul>
<li><a href=""/@a000d4f7a91939d0e71df1646d7a48"">@a000d4f7a91939d0e71df1646d7a48</a></li>
<!--
<li><a href=""/@corzntin"">@corzntin</a></li>
<li><a href=""/@HeckTheCistem"">@HeckTheCistem</a></li>
<li><a href=""/@smonff"">@smonff</a></li>
-->
<li><a href=""/@Butch2Therapie"">@Butch2Therapie</a></li>
</ul>

<p>We are anticapitalist, but unfortunately capitalism isn't dead yet. Currently, it costs $58.80/month for Hugo's services, including server hosting. <em>Donations</em> can be made at <a href=""https://www.patreon.com/anticapitalistparty"">Patreon</a>, <a href=""https://paypal.me/fdbhiroshima"">PayPal</a>  Thank you for any help you're able and willing to share!</p>
",,ACP,,,False,[],[]
58e3f012e1a16a694963892e,toot.cafe,False,2880,"<p>Toot Café is an instance that was seeded from the web development and design community, so topics may tend to be
    about JavaScript, CSS, etc. They're not limited to that, though; you can talk about anything you want as long as you
    follow the Code of Conduct.</p>

<h1>Code of Conduct</h1>

<h2 id=""prior-art"">Prior art</h2>

<ul>
    <li><a href=""https://mastodon.social/about/more"">Mastodon.social guidelines</a></li>
    <li><a href=""http://jsconf.com/codeofconduct.html"">JSConf Code of Conduct</a></li>
</ul>

<h2 id=""the-short-version"">The short version</h2>

<ul>
    <li>Don't harass anyone</li>
    <li>If someone is harassing you, report it to a moderator</li>
    <li>Have fun</li>
    <li>Be excellent to each other</li>
</ul>

<h2 id=""moderators"">Moderators</h2>

<h3>Current</h3>

<ul>
    <li><a href=""https://toot.cafe/@nolan"">@nolan</a></li>
</ul>

<h3>Retired</h3>

<ul>
    <li><a href=""https://toot.cafe/@ohhoe"">@ohhoe</a></li>
    <li><a href=""https://toot.cafe/@halkeye"">@halkeye</a></li>
    <li><a href=""https://toot.cafe/@luisbg"">@luisbg</a></li>
</ul>

<h2 id=""rules"">Rules</h2>

<ul>
    <li>No advertising or excessive promotion</li>
    <li>No bots, unless they're cute, funny, or useful. Bots should avoid posting to the public timeline.</li>
    <li>No pornography, nudity, or something that would be considered ""NSFW"" in a U.S. workplace, even behind a NSFW
        warning.
    </li>
    <li>No gore or graphic violence</li>
    <li>Content that is borderline NSFW or could be construed as NSFW at a glance should be put behind a CW (Content
        Warning)
    </li>
    <li>No racism</li>
    <li>No sexism</li>
    <li>No discrimination based on gender, sexual minority, sexual orientation, disability, physical appearance, body
        size, race, ethnicity, religion (or lack thereof), caste, or national origin
    </li>
    <li>No xenophobia or violent nationalism</li>
    <li>No sexual depictions of children</li>
    <li>No holocaust denialism, Nazi symbolism, promotion of National Socialism, or anything that is illegal in the
        European Union
    </li>
    <li>No stalking or harassment</li>
    <li>No fake accounts, even celebrity joke accounts. Note this rule does not necessarily apply to remote accounts.
    </li>
    <li>No ""follow bots."" We block these and our instance is on a ""no bots"" list.</li>
</ul>

<h2 id=""handling-harassment"">Handling harassment</h2>

<p>If you are being harassed, please report the user using the ""…"" button and then ""Report."" For urgent concerns, please
    DM a moderator.</p>

<p>If you engage in harassing behavior, the moderator may take any action they deem appropriate, such as a warning or an
    expulsion.</p>

<p>The above rules may change at any time, and you may be banned at any time based on the moderators' judgment.</p>

<h2 id=""privacy-policy"">Privacy policy</h2>

<p>What will we do with your data? Nothing. How will you be influenced by advertisers? You won't; brands and non-humans
    (other than fun/useful bots) are banned. How will we aggregate your data in order to improve your service… none of
    that.</p>

<p>We will never share your data with anyone else, except in the case of valid legal requests if it comes to that.
    (Hopefully it won't come to that!)</p>

<p>More privacy measures on toot.cafe:</p>

<ul>
    <li>EXIF data (GPS location, date, camera type, etc.) is <a href=""https://github.com/tootsuite/mastodon/issues/85"">stripped
        from images</a> and never stored.
    </li>
    <li>All crawlers are <a href=""https://github.com/tootcafe/mastodon/pull/1"">blocked in <code>robots.txt</code></a>.
    </li>
    <li>HTTPS is used everywhere thanks to <a href=""https://letsencrypt.org/"">Let's Encrypt</a>.
    <li>No ads or trackers.</li>
    <li>Links are direct URLs rather than tracking redirects.</li>
</ul>

<p>Understand though that this instance is run by me and my friends, and (as is the case with all Mastodon servers) we
    potentially have access to your data, including DMs. The back-end is also not encrypted. If this is not okay with
    you, this might not be the instance for you.</p>

<p>Also, for truly private data sent between two people, Mastodon offers no E2E encryption. So use Signal or Matrix
    for the things you really want to be private.</p>

<h2 id=""discussion-and-feedback"">Discussion and Feedback</h2>

<p>For questions about policy, bots, design, theming, etc., please refer to our <a
        href=""https://github.com/tootcafe/discussions"">discussions GitHub repo</a>.</p>

<h2 id=""blocked-instances"">Blocked instances</h2>

<p>We block some other instances. I used to maintain a list here for transparency, but later decided it's not really worth it. It just gives extra publicity to those instances (even if I attempt to hide the names somewhat) and invites drama.</p>

<p>Just know that we basically block the same instances that most other reasonable instances block. If you feel that something should be blocked, but isn't, reach out to a moderator and/or proactively block it yourself on your own account.</p>

<h2 id=""about-this-server"">About this server</h2>

<p>The main purple theme and custom icons are by <a href=""https://toot.cafe/@mlcdf"">Maxime Le Conte des Floris</a>. The
    <a href='https://github.com/cybrespace/mastodon'>Windows 95 theme</a> is by <a href='https://cybre.space/@chr'>@chr@cybre.space</a>.
    The <a href='https://github.com/ashfurrow/mastodon/pull/1'>""Paris mon Amour""</a> theme is by <a
            href='https://mastodon.technology/@ashfurrow'>@ashfurrow@mastodon.technology</a>. The <a
            href='https://github.com/tootcafe/mastodon/pull/12'>Photon themes</a> are by <a
            href='https://toot.cafe/@sorin'>Sorin Davidoi</a>.</p>

<p>This server is located near Seattle and is maintained by Nolan Lawson.</p>

<p>Toot Café has <a href=""https://www.patreon.com/user?u=5535137"">a Patreon</a>. Thanks for your support!</p>

<p>For DMCA/copyright issues, please contact <a href=""mailto:nolan@nolanlawson.com"">nolan@nolanlawson.com</a>.</p>
",A Mastodon instance mostly populated by folks interested in web design and development.,Toot Café,,,False,"[{'id': '1', 'text': 'Read the full Code of Conduct and abide by the rules. https://toot.cafe/about/more'}]",['Read the full Code of Conduct and abide by the rules. https://toot.cafe/about/more']
58e3fc8cb29380446b441a4e,mastodon.partipirate.org,False,2537,"<p><span><b><em>Work in progress</em></b>
<br>
<br>
Une discussion est en cours sur <a href=""https://discourse.partipirate.org/t/wip-mastodon-quel-avenir-pour-notre-serveur-quelle-strategie-de-communication-et-quelles-cgu/32035"">le forum du Parti Pirate</a>.
<br><br>
À l&#39;issue de cet échange, nous mettrons à jour cette description.
<br><br>
En attendant, profitez bien de votre expérience sur Mastodon dans le respect de la nétiquette et de la loi.
<br>
</span></p>
",Instance officielle du Parti Pirate Français. CW : Contenus éminemment politiques. / French Pirate Party official server. CW : Firstly Political Contents.,Mastodon - Parti Pirate,,,True,"[{'id': '1', 'text': 'Pas de contenu illicite.'}]",['Pas de contenu illicite.']
58e425a5300c771dc874990a,mastodon.cc,False,1896,"<p>
This is a Mastodon server for Art.  Please, don't post illegal stuff and try to play nice :)
</p>

<p>Donations for server time and hardware are gladly accepted:
<ul>
<li><a href=""https://www.buymeacoffee.com/mastodoncc"">Buy Me a Coffee</a></li>
<li>BTC: 1CPysvKmAr2Tt34ygoQUoXeVn9irhx7Fvr</li>
</ul></p>
",Mastodon for Art,Mastodon.cc,,,True,"[{'id': '4', 'text': 'Sexually explicit or violent media must be marked as sensitive when posting'}, {'id': '5', 'text': 'No racism, sexism, homophobia, transphobia, xenophobia, or casteism'}, {'id': '6', 'text': 'No incitement of violence or promotion of violent ideologies'}, {'id': '7', 'text': 'No harassment, dogpiling or doxxing of other users'}, {'id': '8', 'text': 'Do not share intentionally false or misleading information'}]","['Sexually explicit or violent media must be marked as sensitive when posting', 'No racism, sexism, homophobia, transphobia, xenophobia, or casteism', 'No incitement of violence or promotion of violent ideologies', 'No harassment, dogpiling or doxxing of other users', 'Do not share intentionally false or misleading information']"
58e4411f5af3b835dfd51afe,social.targaryen.house,False,3781,"<h3>Goal of this instance</h3>

<p>This is a generalist instance. Either you like Game of Thrones or not, either you support the house Targaryen or not, and whatever opinions you have, you will always be welcome. This instance was made because we believe in a better and decentralised (<i>sine qua non</i> condition) Internet. This instance also focus on security (through a strong TLS configuration) and performance.</p>

<p>This instance is up and running since the <em>1 April 2017</em>. We were one of the first Mastodon instances open to registrations and we're here for a long time...</p>

<p>All languages are accepted but the main languages spoken here are <em>french</em> and <em>english</em> (and valyrian for sure).</p><br>

<h3>Source code changes</h3>
<p>For your information, this instance is running a little different code than other Mastodon instances. Don't panic, it's still Mastodon, but as you can see the look is tweaked. Bio length was increased from 160 to 400. The current limit of characters per post is set to <em>800</em> (default is 500 for Mastodon) : we believe this is still a reasonable limit for micro-blogging.</p>

<h3>Rules</h3>

<p>There are no restrictions of content on this instance, however, to keep it pleasant to everyone here are a few rules.</p>

<p>Any user not respecting these rules may get silenced or suspended.</p>

<p>Also remember you have the ability to report users if they don't respect these rules.</p>

<ul>
<li>Racist, sexist, homophobic, etc. messages are prohibited</li>
<li>Parodic accounts are accepted but must mention they are parodic in their description</li>
<li>Bots are allowed. However, bots tooting in the public timelines may get silenced if they toot too much. Bots mentionning users too many times without their consent may get suspended.</li>
</ul>

<h3>How to donate?</h3>

<p><em>Liberapay</em> : <a href=""https://liberapay.com/thekinrar/"">donate recurrently!</a></p>

<p><em>Patreon</em> : <a href=""https://www.patreon.com/thekinrar"">become a patron!</a></p>

<p>To guarantee the longevity of this instance, every single donation is useful.</p>
",,House Targaryen,,,False,[],[]
58e49db7fbb9562d7c1bb56a,toot.cat,False,2639,"<h1>Instance Administration</h1>

<ul>
    <li><a href=""/@woozle"">Woozle</a>: Supreme Uberwensch, general support, web hostess</li>
    <!-- <li><a href=""/@LottieVixen"">Charlotte</a>: tech support, apprentice in warp-drive arcana (aka Mastomaintenance)</li> 
    <li><a href=""/@kity"">ash</a>: backend stuff, gay crimes</li> -->
</ul>

<p><hr class=""spacer""></p>

<h1>The Project:</h1>

<ul>
    <li><a href=""https://mew.toot.cat"">Mew, the TootCat wiki</a> (includes site status)</li>
    <ul>
        <li><a href=""https://mew.toot.cat/mw/Help:Contribute"">Send Us Capitalist Value Tokens</a></li>
    </ul>
    <!-- <li><a href=""https://hub.toot.cat"">HubCat</a>, the TootCat Hubzilla instance</li> -->
    <!-- <li><a href=""https://rm.vbz.net/projects/toot-cat/issues"">issue tracker</a></li> -->
    <!-- <li><a href=""https://htyp.org/User:Woozle/toot.cat"">technical log</a></li> -->
</ul>

<p><hr class=""spacer""></p>

<p><a href=""https://jortage.com"">
    <img
        style=""width: 290px; height: 130px""
        src=""https://blob.jortage.com/jortage-banner.svg""
        alt=""This instance's media is powered by Jortage — lightning-fast pay-what-you-can media storage for Fediverse instances""/>
</a></p>

<p><hr class=""spacer""></p>

<h1><a href=""https://mew.toot.cat/mw/toot.cat/CoC"">Code of Conduct</a></h1>
","On the internet, everyone knows you're a cat — and that's totally okay.",Toot.Cat,,,True,[],[]
