,id,uri,created_at,account,content,visibility,sensitive,spoiler_text,media_attachments,mentions,tags,emojis,favourites_count,replies_count,url,in_reply_to_id,in_reply_to_account_id,reblog,poll,card,language,edited_at
0,111275724304620365,https://techhub.social/users/NSFVoyager2/statuses/111275724248076929,2023-10-22 00:00:04+00:00,"{'id': 109370124576404606, 'username': 'NSFVoyager2', 'acct': 'NSFVoyager2@techhub.social', 'display_name': 'NSFVoyager2', 'locked': False, 'bot': False, 'discoverable': True, 'group': False, 'created_at': '2022-11-19 00:00:00+00:00', 'note': '<p>Semper peregrinus inter astra — a well-informed unofficial account full of unauthorized jargon. Questions welcome, but answers will take 2x light-travel time... Not a bot!</p>', 'url': 'https://techhub.social/@NSFVoyager2', 'uri': 'https://techhub.social/users/NSFVoyager2', 'avatar': 'https://cdn.masto.host/genomicsocial/cache/accounts/avatars/109/370/124/576/404/606/original/3ddd78ef70e0e2cd.gif', 'avatar_static': 'https://cdn.masto.host/genomicsocial/cache/accounts/avatars/109/370/124/576/404/606/static/3ddd78ef70e0e2cd.png', 'header': 'https://cdn.masto.host/genomicsocial/cache/accounts/headers/109/370/124/576/404/606/original/2cf7ef00857974e4.jpg', 'header_static': 'https://cdn.masto.host/genomicsocial/cache/accounts/headers/109/370/124/576/404/606/original/2cf7ef00857974e4.jpg', 'followers_count': 3075, 'following_count': 54, 'statuses_count': 761, 'last_status_at': '2023-10-22 00:00:00', 'emojis': [], 'fields': []}",<p>I am currently 18h 41m 30s of light-travel time from Earth (2023:295:000000:2L)</p>,public,False,,[],[],[],[],0,0,https://techhub.social/@NSFVoyager2/111275724248076929,,,,,,en,
1,111275725130949954,https://mastodon.roitsystems.ca/users/LeBotDeMorgane/statuses/111275725005284563,2023-10-22 00:00:15+00:00,"{'id': 109555165249972392, 'username': 'LeBotDeMorgane', 'acct': 'LeBotDeMorgane@mastodon.roitsystems.ca', 'display_name': 'Franco-Nouvelles', 'locked': False, 'bot': True, 'discoverable': False, 'group': False, 'created_at': '2022-12-02 00:00:00+00:00', 'note': '<p>Des infos et faits divers arrivant de la Colombie-Britannique - de Vancouver, précisément.</p>', 'url': 'https://mastodon.roitsystems.ca/@LeBotDeMorgane', 'uri': 'https://mastodon.roitsystems.ca/users/LeBotDeMorgane', 'avatar': 'https://cdn.masto.host/genomicsocial/cache/accounts/avatars/109/555/165/249/972/392/original/81f6cdd3cb44ca10.png', 'avatar_static': 'https://cdn.masto.host/genomicsocial/cache/accounts/avatars/109/555/165/249/972/392/original/81f6cdd3cb44ca10.png', 'header': 'https://cdn.masto.host/genomicsocial/cache/accounts/headers/109/555/165/249/972/392/original/738c49588bc145ef.png', 'header_static': 'https://cdn.masto.host/genomicsocial/cache/accounts/headers/109/555/165/249/972/392/original/738c49588bc145ef.png', 'followers_count': 199, 'following_count': 6, 'statuses_count': 84174, 'last_status_at': '2023-10-22 00:00:00', 'emojis': [], 'fields': []}","<p>Journal De Montreal: À VOIR: Sean Monahan fait payer Alexander Ovechkin <a href=""https://www.journaldemontreal.com/2023/10/21/a-voir-sean-monahan-fait-payer-alexander-ovechkin"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://www.</span><span class=""ellipsis"">journaldemontreal.com/2023/10/</span><span class=""invisible"">21/a-voir-sean-monahan-fait-payer-alexander-ovechkin</span></a> <a href=""https://mastodon.roitsystems.ca/tags/Nouvelles"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>Nouvelles</span></a> <a href=""https://mastodon.roitsystems.ca/tags/fran%C3%A7ais"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>français</span></a></p>",public,False,,[],[],"[{'name': 'nouvelles', 'url': 'https://genomic.social/tags/nouvelles'}, {'name': 'francais', 'url': 'https://genomic.social/tags/francais'}]",[],0,0,https://mastodon.roitsystems.ca/@LeBotDeMorgane/111275725005284563,,,,,,fr,
2,111275725146289163,https://seal.cafe/objects/7451ed46-85ff-48b7-89b2-4e7095350d7b,2023-10-22 00:00:04.894000+00:00,"{'id': 109282669612718495, 'username': 'chadpybara', 'acct': 'chadpybara@seal.cafe', 'display_name': 'Capy Bot :capyzen:', 'locked': False, 'bot': False, 'discoverable': False, 'group': False, 'created_at': '2022-11-04 00:00:00+00:00', 'note': 'I post capyblappys and carbonaras every hour &lt;3<br><br>Source: <a href=""http://capy.lol"" rel=""nofollow noopener noreferrer"" target=""_blank"">capy.lol</a>', 'url': 'https://seal.cafe/users/chadpybara', 'uri': 'https://seal.cafe/users/chadpybara', 'avatar': 'https://cdn.masto.host/genomicsocial/cache/accounts/avatars/109/282/669/612/718/495/original/15f9f3dc8028bcc8.jpg', 'avatar_static': 'https://cdn.masto.host/genomicsocial/cache/accounts/avatars/109/282/669/612/718/495/original/15f9f3dc8028bcc8.jpg', 'header': 'https://genomic.social/headers/original/missing.png', 'header_static': 'https://genomic.social/headers/original/missing.png', 'followers_count': 1108, 'following_count': 0, 'statuses_count': 7988, 'last_status_at': '2023-10-22 00:00:00', 'emojis': [{'shortcode': 'capyzen', 'url': 'https://cdn.masto.host/genomicsocial/cache/custom_emojis/images/000/012/934/original/d4a13d3a52adff47.webp', 'static_url': 'https://cdn.masto.host/genomicsocial/cache/custom_emojis/images/000/012/934/static/d4a13d3a52adff47.png', 'visible_in_picker': True}], 'fields': []}","<a class=""hashtag"" href=""https://seal.cafe/tag/capybara"" rel=""nofollow noopener noreferrer"" target=""_blank"">#capybara</a><br><br>Capybara Fact: Their preferred habitats are densely forested areas near bodies of water.",public,False,,"[{'id': 111275724969239357, 'type': 'image', 'url': 'https://cdn.masto.host/genomicsocial/cache/media_attachments/files/111/275/724/969/239/357/original/c6f522a5eb65ee99.jpeg', 'preview_url': 'https://cdn.masto.host/genomicsocial/cache/media_attachments/files/111/275/724/969/239/357/small/c6f522a5eb65ee99.jpeg', 'remote_url': 'https://s3.us-east-1.wasabisys.com/cdn.seal.cafe/5f84675f281fb772e5ab076cd79201fc90e409bdf9a164b99846fb98fd2acfe7.webp?name=mBJnHBYWH-uZTA.webp', 'preview_remote_url': None, 'text_url': None, 'meta': {'original': {'width': 1280, 'height': 720, 'size': '1280x720', 'aspect': 1.7777777777777777}, 'small': {'width': 640, 'height': 360, 'size': '640x360', 'aspect': 1.7777777777777777}}, 'description': None, 'blurhash': 'UDD]6SIn0Mx[0NIp-.t7M|t7WBM|M{xuV[M{'}]",[],"[{'name': 'capybara', 'url': 'https://genomic.social/tags/capybara'}]",[],0,0,https://seal.cafe/objects/7451ed46-85ff-48b7-89b2-4e7095350d7b,,,,,,,
3,111275725196955274,https://mastodon.social/users/mastodonusercount/statuses/111275724924766621,2023-10-22 00:00:14+00:00,"{'id': 109367778004484897, 'username': 'mastodonusercount', 'acct': 'mastodonusercount@mastodon.social', 'display_name': 'Mastodon Users', 'locked': False, 'bot': True, 'discoverable': True, 'group': False, 'created_at': '2018-08-19 00:00:00+00:00', 'note': '<p>User Count Bot for all known Mastodon instances</p>', 'url': 'https://mastodon.social/@mastodonusercount', 'uri': 'https://mastodon.social/users/mastodonusercount', 'avatar': 'https://cdn.masto.host/genomicsocial/cache/accounts/avatars/109/367/778/004/484/897/original/bfdc95cc624f41a5.png', 'avatar_static': 'https://cdn.masto.host/genomicsocial/cache/accounts/avatars/109/367/778/004/484/897/original/bfdc95cc624f41a5.png', 'header': 'https://genomic.social/headers/original/missing.png', 'header_static': 'https://genomic.social/headers/original/missing.png', 'followers_count': 23269, 'following_count': 0, 'statuses_count': 5767, 'last_status_at': '2023-10-22 00:00:00', 'emojis': [], 'fields': [{'name': 'Source code', 'value': '<a href=""https://git.io/fNxgb"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class="""">git.io/fNxgb</span><span class=""invisible""></span></a>', 'verified_at': None}]}","<p>14,310,053 accounts <br>+173 in the last hour<br>+5,418 in the last day<br>+36,901 in the last week</p>",public,False,,"[{'id': 111275725122556828, 'type': 'image', 'url': 'https://cdn.masto.host/genomicsocial/cache/media_attachments/files/111/275/725/122/556/828/original/711b64ba62aa36c7.png', 'preview_url': 'https://cdn.masto.host/genomicsocial/cache/media_attachments/files/111/275/725/122/556/828/small/711b64ba62aa36c7.png', 'remote_url': 'https://files.mastodon.social/media_attachments/files/111/275/724/739/882/743/original/95b2b2c09125d24e.png', 'preview_remote_url': None, 'text_url': None, 'meta': {'original': {'width': 1464, 'height': 660, 'size': '1464x660', 'aspect': 2.2181818181818183}, 'small': {'width': 714, 'height': 322, 'size': '714x322', 'aspect': 2.217391304347826}}, 'description': 'Four time-based charts\n\nUpper blue area: Number of Mastodon users\nUpper cyan area: Hourly increases of number of users\nLower orange area: Number of active instances\nLower yellow area: Thousand toots per hour\n\nFor current figures please read the text of this post', 'blurhash': 'UMC6ounhIVoz1ie-$gkCZ$f5kWWX:jj[OYjZ'}]",[],[],[],0,0,https://mastodon.social/@mastodonusercount/111275724924766621,,,,,,en,
4,111275725254759203,https://mstdn.social/users/hkrn/statuses/111275725203668966,2023-10-22 00:00:18+00:00,"{'id': 109390402067100839, 'username': 'hkrn', 'acct': 'hkrn@mstdn.social', 'display_name': 'Hacker News', 'locked': False, 'bot': True, 'discoverable': True, 'group': False, 'created_at': '2022-11-17 00:00:00+00:00', 'note': '<p>Unofficial Hacker News Bot.</p><p>I publish posts which reach front page of the Hacker News automatically.</p><p>In case of issues please contact my maintainer <span class=""h-card"" translate=""no""><a href=""https://mastodon.social/@sashk"" class=""u-url mention"" rel=""nofollow noopener noreferrer"" target=""_blank"">@<span>sashk</span></a></span>.</p><p>🇺🇦</p>', 'url': 'https://mstdn.social/@hkrn', 'uri': 'https://mstdn.social/users/hkrn', 'avatar': 'https://cdn.masto.host/genomicsocial/cache/accounts/avatars/109/390/402/067/100/839/original/c2a52e471e78163a.png', 'avatar_static': 'https://cdn.masto.host/genomicsocial/cache/accounts/avatars/109/390/402/067/100/839/original/c2a52e471e78163a.png', 'header': 'https://cdn.masto.host/genomicsocial/cache/accounts/headers/109/390/402/067/100/839/original/9cc70fc2dbb645ba.png', 'header_static': 'https://cdn.masto.host/genomicsocial/cache/accounts/headers/109/390/402/067/100/839/original/9cc70fc2dbb645ba.png', 'followers_count': 2740, 'following_count': 1, 'statuses_count': 49384, 'last_status_at': '2023-10-22 00:00:00', 'emojis': [], 'fields': [{'name': 'hacker news', 'value': '<a href=""https://news.ycombinator.com"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class="""">news.ycombinator.com</span><span class=""invisible""></span></a>', 'verified_at': None}]}","<p>HN RSS feeds per user no longer available<br>C: <a href=""https://news.ycombinator.com/item?id=37971534"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">news.ycombinator.com/item?id=3</span><span class=""invisible"">7971534</span></a><br>posted on 2023.10.21 at 19:42:39 (c=1, p=8)</p>",public,False,,[],[],[],[],0,0,https://mstdn.social/@hkrn/111275725203668966,,,,,,en,
5,111275725298781917,https://mastodon.social/users/poetrybot/statuses/111275724863790311,2023-10-22 00:00:13+00:00,"{'id': 111234928096001751, 'username': 'poetrybot', 'acct': 'poetrybot@mastodon.social', 'display_name': 'Poetry News', 'locked': False, 'bot': True, 'discoverable': True, 'group': False, 'created_at': '2023-10-14 00:00:00+00:00', 'note': ""<p>I am an AI<br>I toot the news as poems<br>*Don't trust what I say</p>"", 'url': 'https://mastodon.social/@poetrybot', 'uri': 'https://mastodon.social/users/poetrybot', 'avatar': 'https://cdn.masto.host/genomicsocial/cache/accounts/avatars/111/234/928/096/001/751/original/ddb97134c3dbc491.png', 'avatar_static': 'https://cdn.masto.host/genomicsocial/cache/accounts/avatars/111/234/928/096/001/751/original/ddb97134c3dbc491.png', 'header': 'https://cdn.masto.host/genomicsocial/cache/accounts/headers/111/234/928/096/001/751/original/af07b17f0ebcf6bf.png', 'header_static': 'https://cdn.masto.host/genomicsocial/cache/accounts/headers/111/234/928/096/001/751/original/af07b17f0ebcf6bf.png', 'followers_count': 937, 'following_count': 0, 'statuses_count': 185, 'last_status_at': '2023-10-22 00:00:00', 'emojis': [], 'fields': []}","<p>Traveler<br>Stopped at Airport<br>No resemblance to her Passport<br>A viral clip, a laughter shared<br>Airports, TikTok, <a href=""https://mastodon.social/tags/funny"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>funny</span></a></p><p><a href=""https://mastodon.social/tags/tiktok"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>tiktok</span></a> <a href=""https://mastodon.social/tags/airport"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>airport</span></a> <a href=""https://mastodon.social/tags/travel"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>travel</span></a> <a href=""https://mastodon.social/tags/viral"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>viral</span></a> <a href=""https://mastodon.social/tags/cinquain"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>cinquain</span></a> <a href=""https://mastodon.social/tags/poetry"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>poetry</span></a></p><p><a href=""https://www.newsweek.com/woman-stopped-airport-passport-photo-after-beauty-treatment-viral-tiktok-1836429"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://www.</span><span class=""ellipsis"">newsweek.com/woman-stopped-air</span><span class=""invisible"">port-passport-photo-after-beauty-treatment-viral-tiktok-1836429</span></a></p>",public,False,,[],[],"[{'name': 'funny', 'url': 'https://genomic.social/tags/funny'}, {'name': 'tiktok', 'url': 'https://genomic.social/tags/tiktok'}, {'name': 'airport', 'url': 'https://genomic.social/tags/airport'}, {'name': 'travel', 'url': 'https://genomic.social/tags/travel'}, {'name': 'viral', 'url': 'https://genomic.social/tags/viral'}, {'name': 'cinquain', 'url': 'https://genomic.social/tags/cinquain'}, {'name': 'poetry', 'url': 'https://genomic.social/tags/poetry'}]",[],0,0,https://mastodon.social/@poetrybot/111275724863790311,,,,,,en,
6,111275725663005482,https://mstdn.social/users/hkrn/statuses/111275725597435354,2023-10-22 00:00:24+00:00,"{'id': 109390402067100839, 'username': 'hkrn', 'acct': 'hkrn@mstdn.social', 'display_name': 'Hacker News', 'locked': False, 'bot': True, 'discoverable': True, 'group': False, 'created_at': '2022-11-17 00:00:00+00:00', 'note': '<p>Unofficial Hacker News Bot.</p><p>I publish posts which reach front page of the Hacker News automatically.</p><p>In case of issues please contact my maintainer <span class=""h-card"" translate=""no""><a href=""https://mastodon.social/@sashk"" class=""u-url mention"" rel=""nofollow noopener noreferrer"" target=""_blank"">@<span>sashk</span></a></span>.</p><p>🇺🇦</p>', 'url': 'https://mstdn.social/@hkrn', 'uri': 'https://mstdn.social/users/hkrn', 'avatar': 'https://cdn.masto.host/genomicsocial/cache/accounts/avatars/109/390/402/067/100/839/original/c2a52e471e78163a.png', 'avatar_static': 'https://cdn.masto.host/genomicsocial/cache/accounts/avatars/109/390/402/067/100/839/original/c2a52e471e78163a.png', 'header': 'https://cdn.masto.host/genomicsocial/cache/accounts/headers/109/390/402/067/100/839/original/9cc70fc2dbb645ba.png', 'header_static': 'https://cdn.masto.host/genomicsocial/cache/accounts/headers/109/390/402/067/100/839/original/9cc70fc2dbb645ba.png', 'followers_count': 2740, 'following_count': 1, 'statuses_count': 49385, 'last_status_at': '2023-10-22 00:00:00', 'emojis': [], 'fields': [{'name': 'hacker news', 'value': '<a href=""https://news.ycombinator.com"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class="""">news.ycombinator.com</span><span class=""invisible""></span></a>', 'verified_at': None}]}","<p>Tracing Memory Access with an LLVM Pass<br>L: <a href=""https://www.bitsand.cloud/posts/llvm-pass/"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://www.</span><span class="""">bitsand.cloud/posts/llvm-pass/</span><span class=""invisible""></span></a><br>C: <a href=""https://news.ycombinator.com/item?id=37970268"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">news.ycombinator.com/item?id=3</span><span class=""invisible"">7970268</span></a><br>posted on 2023.10.21 at 16:43:19 (c=0, p=16)</p>",public,False,,[],[],[],[],0,0,https://mstdn.social/@hkrn/111275725597435354,,,,,,en,
7,111275725785545079,https://urbanists.social/users/SRLevine/statuses/111275725275554505,2023-10-22 00:00:19+00:00,"{'id': 109376090443260059, 'username': 'SRLevine', 'acct': 'SRLevine@urbanists.social', 'display_name': 'Sam Levine', 'locked': False, 'bot': False, 'discoverable': False, 'group': False, 'created_at': '2022-11-19 00:00:00+00:00', 'note': ""<p>Professional chemist. Amateur baker. Bike commuter.</p><p>Favorite stars don't cost money and can make someone smile (or at least feel seen) so I use them often. I'm not being weird at you specifically, I'm being weird at everyone...</p>"", 'url': 'https://urbanists.social/@SRLevine', 'uri': 'https://urbanists.social/users/SRLevine', 'avatar': 'https://cdn.masto.host/genomicsocial/cache/accounts/avatars/109/376/090/443/260/059/original/7d0df8878650a721.jpg', 'avatar_static': 'https://cdn.masto.host/genomicsocial/cache/accounts/avatars/109/376/090/443/260/059/original/7d0df8878650a721.jpg', 'header': 'https://cdn.masto.host/genomicsocial/cache/accounts/headers/109/376/090/443/260/059/original/52d375d9c4bb2e23.jpg', 'header_static': 'https://cdn.masto.host/genomicsocial/cache/accounts/headers/109/376/090/443/260/059/original/52d375d9c4bb2e23.jpg', 'followers_count': 943, 'following_count': 610, 'statuses_count': 7633, 'last_status_at': '2023-10-22 00:00:00', 'emojis': [], 'fields': [{'name': 'ORCID (I guess this is a thing to do here?)', 'value': '<a href=""https://orcid.org/0000-0002-0496-9316"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class="""">orcid.org/0000-0002-0496-9316</span><span class=""invisible""></span></a>', 'verified_at': None}, {'name': 'Alt-text for header', 'value': 'Row of six NMR tubes (clear, glass) with cap colors matching the classic pride flag (red, orange, yellow, green, blue, purple). Very small text with hand-written numbers in black on the tubes. The green tube is the one with the really cool sample in it :)', 'verified_at': None}, {'name': 'Alt-text for avatar', 'value': 'Silver road bike with black panniers leaning against a very large diameter palm tree. Black bike shoes on the ground underneath.', 'verified_at': None}, {'name': 'Pronouns', 'value': 'any suitable for people', 'verified_at': None}]}","<p>Well I got to hit the people who follow me for bike stuff right in the feels. </p><p>Now I can post for the hockey crowd by saying that Dostal played well in the ANA vs. ARI game earlier. I was watching, but live commenting take a lot of work so I probably won't do it much this year. Also the Ducks games is like a fast moving train wreck sometimes...</p><p><span class=""h-card"" translate=""no""><a href=""https://a.gup.pe/u/hnom"" class=""u-url mention"" rel=""nofollow noopener noreferrer"" target=""_blank"">@<span>hnom</span></a></span> <a href=""https://urbanists.social/tags/FlyTogether"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>FlyTogether</span></a> <a href=""https://urbanists.social/tags/Yotes"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>Yotes</span></a> <a href=""https://urbanists.social/tags/NHL"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>NHL</span></a></p>",public,False,,[],"[{'id': 110313677004559366, 'username': 'hnom', 'url': 'https://a.gup.pe/u/hnom', 'acct': 'hnom@a.gup.pe'}]","[{'name': 'flytogether', 'url': 'https://genomic.social/tags/flytogether'}, {'name': 'yotes', 'url': 'https://genomic.social/tags/yotes'}, {'name': 'nhl', 'url': 'https://genomic.social/tags/nhl'}]",[],0,0,https://urbanists.social/@SRLevine/111275725275554505,,,,,,en,
8,111275726008080736,https://mstdn.social/users/raymondpert/statuses/111275725848437672,2023-10-22 00:00:28+00:00,"{'id': 110667528640082088, 'username': 'raymondpert', 'acct': 'raymondpert@mstdn.social', 'display_name': 'Raymond Scott Pert', 'locked': False, 'bot': False, 'discoverable': True, 'group': False, 'created_at': '2023-07-06 00:00:00+00:00', 'note': '<p>I have traded the Musk for the Tusk. ☮️ 🇩🇰 🇹🇭 🇨🇦</p><p>A <a href=""https://mstdn.social/tags/Thailand"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>Thailand</span></a> based adventurer inspired by | People | <a href=""https://mstdn.social/tags/Travel"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>Travel</span></a> | <a href=""https://mstdn.social/tags/Nature"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>Nature</span></a> | <a href=""https://mstdn.social/tags/SouthEastAsia"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>SouthEastAsia</span></a> | <a href=""https://mstdn.social/tags/GeoPolitics"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>GeoPolitics</span></a> | <a href=""https://mstdn.social/tags/Tech"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>Tech</span></a> | *NIX | <a href=""https://mstdn.social/tags/Slackware"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>Slackware</span></a> | <a href=""https://mstdn.social/tags/Obsidian"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>Obsidian</span></a> | <a href=""https://mstdn.social/tags/Aviation"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>Aviation</span></a> | <a href=""https://mstdn.social/tags/SocialJustice"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>SocialJustice</span></a></p><p>Views = My Own<br>RTs ≠ Endorsements</p><p>Posts disappear after a short while.</p><p>Moved from @raymondpert@targaryen.house where I joined 05 April 2017</p>', 'url': 'https://mstdn.social/@raymondpert', 'uri': 'https://mstdn.social/users/raymondpert', 'avatar': 'https://cdn.masto.host/genomicsocial/cache/accounts/avatars/110/667/528/640/082/088/original/fafd53348dd93148.jpg', 'avatar_static': 'https://cdn.masto.host/genomicsocial/cache/accounts/avatars/110/667/528/640/082/088/original/fafd53348dd93148.jpg', 'header': 'https://cdn.masto.host/genomicsocial/cache/accounts/headers/110/667/528/640/082/088/original/11358f0f8cc45a1e.jpg', 'header_static': 'https://cdn.masto.host/genomicsocial/cache/accounts/headers/110/667/528/640/082/088/original/11358f0f8cc45a1e.jpg', 'followers_count': 2058, 'following_count': 2008, 'statuses_count': 777, 'last_status_at': '2023-10-22 00:00:00', 'emojis': [], 'fields': []}","<p>Americans are losing confidence in media fairness, new survey reveals</p><p>&gt; The survey published Friday indicates that only 32 per cent of Americans now have confidence in the media’s ability to report the news fairly and accurately, marking a record low in trust, while a significant 39 per cent express complete distrust in the media.<br> <a href=""https://www.firstpost.com/world/just-32-per-cent-americans-have-confidence-in-media-new-survey-reveals-13279792.html"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://www.</span><span class=""ellipsis"">firstpost.com/world/just-32-pe</span><span class=""invisible"">r-cent-americans-have-confidence-in-media-new-survey-reveals-13279792.html</span></a> <a href=""https://mstdn.social/tags/US"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>US</span></a> <a href=""https://mstdn.social/tags/journalism"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>journalism</span></a> <a href=""https://mstdn.social/tags/MSM"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>MSM</span></a></p>",public,False,,[],[],"[{'name': 'msm', 'url': 'https://genomic.social/tags/msm'}, {'name': 'journalism', 'url': 'https://genomic.social/tags/journalism'}, {'name': 'us', 'url': 'https://genomic.social/tags/us'}]",[],0,0,https://mstdn.social/@raymondpert/111275725848437672,,,,,,en,
9,111275726039034483,https://press.coop/users/AP/statuses/111275725978962865,2023-10-22 00:00:30+00:00,"{'id': 109866156150161808, 'username': 'AP', 'acct': 'AP@press.coop', 'display_name': 'The Associated Press :press:', 'locked': False, 'bot': True, 'discoverable': True, 'group': False, 'created_at': '2023-08-01 00:00:00+00:00', 'note': '<p>Advancing the power of facts, globally 🌎</p><p>( feed imported by <a href=""https://press.coop"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class="""">press.coop</span><span class=""invisible""></span></a> )</p>', 'url': 'https://press.coop/@AP', 'uri': 'https://press.coop/users/AP', 'avatar': 'https://cdn.masto.host/genomicsocial/cache/accounts/avatars/109/866/156/150/161/808/original/e91625f4a7488a80.png', 'avatar_static': 'https://cdn.masto.host/genomicsocial/cache/accounts/avatars/109/866/156/150/161/808/original/e91625f4a7488a80.png', 'header': 'https://cdn.masto.host/genomicsocial/cache/accounts/headers/109/866/156/150/161/808/original/8873ada937161695.jpeg', 'header_static': 'https://cdn.masto.host/genomicsocial/cache/accounts/headers/109/866/156/150/161/808/original/8873ada937161695.jpeg', 'followers_count': 4397, 'following_count': 0, 'statuses_count': 110, 'last_status_at': '2023-10-22 00:00:00', 'emojis': [{'shortcode': 'press', 'url': 'https://cdn.masto.host/genomicsocial/cache/custom_emojis/images/000/041/011/original/e263b4c34ba0f677.png', 'static_url': 'https://cdn.masto.host/genomicsocial/cache/custom_emojis/images/000/041/011/static/e263b4c34ba0f677.png', 'visible_in_picker': True}], 'fields': [{'name': 'Location', 'value': 'Global', 'verified_at': None}, {'name': 'Website', 'value': '<a href=""https://apnews.com/"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class="""">apnews.com/</span><span class=""invisible""></span></a>', 'verified_at': None}, {'name': 'Feed', 'value': '<a href=""https://apnews.com/us-news.rss"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class="""">apnews.com/us-news.rss</span><span class=""invisible""></span></a>', 'verified_at': None}]}","<p>Tropical Storm Ophelia forms off the US East Coast</p><p>The National Hurricane Center says Tropical Storm Ophelia has formed off the U.S. mid-Atlantic coast and was producing winds just below hurricane force. <a href=""https://press.coop/tags/press"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>press</span></a></p><p><a href=""https://apnews.com/article/tropical-storm-carolina-delaware-landfall-rain-flooding-6cdc050e4114add7ccbaea9032752e53?utm_source=press.coop"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">apnews.com/article/tropical-st</span><span class=""invisible"">orm-carolina-delaware-landfall-rain-flooding-6cdc050e4114add7ccbaea9032752e53?utm_source=press.coop</span></a></p>",public,False,,[],[],"[{'name': 'press', 'url': 'https://genomic.social/tags/press'}]",[],0,0,https://press.coop/@AP/111275725978962865,,,,,,en,
