,id,content,created_at,mentions,tags,favourites_count,replies_count
10,111230426838685418,"<p>Ettore Simonetti, Appointment With The Dressmaker</p><p><a href=""https://acg.mn/tags/figurative"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>figurative</span></a> <a href=""https://artvee.com/dl/appointment-with-the-dressmaker/"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">artvee.com/dl/appointment-with</span><span class=""invisible"">-the-dressmaker/</span></a></p>",2023-10-14 00:00:11+00:00,[],"[{'name': 'figurative', 'url': 'https://ruhr.social/tags/figurative'}]",0,0
13,111230252394176307,"<p>day9, 5点醒，感觉好! 最近工作又多了一些我有点不喜欢 :menheraBlush3: 但是我有糖，就不会感觉自己像个破马张飞的大害克了!</p>",2023-10-13 23:15:58+00:00,[],[],0,0
28,111230430770448707,"<p>TRANSLATION :<br>Krab destroying a Russian T-80 near Verbove 🔥.<br>  <br><a href=""https://t.me/operativnoZSU"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class="""">t.me/operativnoZSU</span><span class=""invisible""></span></a><br>ORIGINAL :<br>САУ ""Krab"" знищує російський Т-80 у районі Вербового 🔥  <br>  <br><a href=""https://t.me/operativnoZSU"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class="""">t.me/operativnoZSU</span><span class=""invisible""></span></a><br>SOURCE :<br><a href=""https://t.me/operativnoZSU/118921"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class="""">t.me/operativnoZSU/118921</span><span class=""invisible""></span></a><br>Оперативний ЗСУ <br>Media : <a href=""https://ukraine.osintukraine.com/media/2023-10-13/577601.jpg"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/media</span><span class=""invisible"">/2023-10-13/577601.jpg</span></a> <br>Archive : <a href=""https://ukraine.osintukraine.com/2023-10_24.html#577601"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/2023-</span><span class=""invisible"">10_24.html#577601</span></a></p>",2023-10-14 00:01:11+00:00,[],[],0,0
31,111230431413273189,"<p>Video : <a href=""https://videosua.osintukraine.com/media/2023-10-13/46829.mp4"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">videosua.osintukraine.com/medi</span><span class=""invisible"">a/2023-10-13/46829.mp4</span></a> <br>Archive : <a href=""https://videosua.osintukraine.com/2023-10_6.html#46829"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">videosua.osintukraine.com/2023</span><span class=""invisible"">-10_6.html#46829</span></a></p>",2023-10-14 00:01:17+00:00,[],[],0,0
40,111230432750230054,"<p>Video : <a href=""https://videosua.osintukraine.com/media/2023-10-13/46809.MP4"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">videosua.osintukraine.com/medi</span><span class=""invisible"">a/2023-10-13/46809.MP4</span></a> <br>Archive : <a href=""https://videosua.osintukraine.com/2023-10_6.html#46809"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">videosua.osintukraine.com/2023</span><span class=""invisible"">-10_6.html#46809</span></a></p>",2023-10-14 00:01:35+00:00,[],[],0,0
43,111230432971277491,"<p>TRANSLATION :</p><p>ORIGINAL :</p><p>SOURCE :<br><a href=""https://t.me/kiber_boroshno/4593"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class="""">t.me/kiber_boroshno/4593</span><span class=""invisible""></span></a><br>КіберБорошно | CyberBoroshno <br>Media : <a href=""https://ukraine.osintukraine.com/media/2023-10-13/577561.jpg"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/media</span><span class=""invisible"">/2023-10-13/577561.jpg</span></a> <br>Archive : <a href=""https://ukraine.osintukraine.com/2023-10_24.html#577561"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/2023-</span><span class=""invisible"">10_24.html#577561</span></a></p>",2023-10-14 00:01:36+00:00,[],[],0,0
44,111230433352394707,"<p>TRANSLATION :<br>Meanwhile, unidentified persons set off fireworks in the Minsk massif<br>ㅤ<br>Send news @novosti_kieva_bot<br>👉 SUBSCRIBE<br>ORIGINAL :<br>Тим часом на Мінському масиві невідомі запустили фейерверки  <br>ㅤ  <br>Надіслати новину @novosti_kieva_bot  <br>👉 ПІДПИСАТИСЯ<br>SOURCE :<br><a href=""https://t.me/kievreal1/49940"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class="""">t.me/kievreal1/49940</span><span class=""invisible""></span></a><br>Реал <br>Media : <a href=""https://ukraine.osintukraine.com/media/2023-10-13/577415.MP4"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/media</span><span class=""invisible"">/2023-10-13/577415.MP4</span></a> <br>Archive : <a href=""https://ukraine.osintukraine.com/2023-10_24.html#577415"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/2023-</span><span class=""invisible"">10_24.html#577415</span></a></p>",2023-10-14 00:01:36+00:00,[],[],0,0
45,111230434191899897,"<p>TRANSLATION :<br>A powerful fire is reported in the area of occupied Ilovaisk<br>  <br>This is reported by local publics. There are a couple of versions - that it is a gas pipeline or an airplane.  <br>  <br>🇺🇦Реальна War<br>ORIGINAL :<br>Повідомляється про потужну пожежу у районі окупованого Іловайська  <br>  <br>Про це пи <br>Media : <a href=""https://ukraine.osintukraine.com/media/2023-10-13/577589.MP4"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/media</span><span class=""invisible"">/2023-10-13/577589.MP4</span></a> <br>Archive : <a href=""https://ukraine.osintukraine.com/2023-10_24.html#577589"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/2023-</span><span class=""invisible"">10_24.html#577589</span></a></p>",2023-10-14 00:01:43+00:00,[],[],0,0
53,111230434926972741,"<p>Video : <a href=""https://videosua.osintukraine.com/media/2023-10-13/46809.MP4"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">videosua.osintukraine.com/medi</span><span class=""invisible"">a/2023-10-13/46809.MP4</span></a> <br>Archive : <a href=""https://videosua.osintukraine.com/2023-10_6.html#46809"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">videosua.osintukraine.com/2023</span><span class=""invisible"">-10_6.html#46809</span></a></p>",2023-10-14 00:01:56+00:00,[],[],0,0
57,111230435461600153,"<p>TRANSLATION :</p><p>ORIGINAL :</p><p>SOURCE :<br><a href=""https://t.me/kiber_boroshno/4593"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class="""">t.me/kiber_boroshno/4593</span><span class=""invisible""></span></a><br>КіберБорошно | CyberBoroshno <br>Media : <a href=""https://ukraine.osintukraine.com/media/2023-10-13/577561.jpg"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/media</span><span class=""invisible"">/2023-10-13/577561.jpg</span></a> <br>Archive : <a href=""https://ukraine.osintukraine.com/2023-10_24.html#577561"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/2023-</span><span class=""invisible"">10_24.html#577561</span></a></p>",2023-10-14 00:01:59+00:00,[],[],0,0
