,id,content,created_at,mentions,tags,favourites_count,replies_count
6,111287049408387739,"<p>Day 2/10<br><a href=""https://mstdn.ca/tags/10Films"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>10Films</span></a><br>I’ve been invited by <span class=""h-card"" translate=""no""><a href=""https://mstdn.ca/@KimberlyN"" class=""u-url mention"" rel=""nofollow noopener noreferrer"" target=""_blank"">@<span>KimberlyN</span></a></span> to share one image daily (no posters, no titles, no explanations) from 10 films that impacted me. </p><p>Every day a new person will be invited: 10 days, 10 movie images, 10 friends.<br>I’m inviting <span class=""h-card"" translate=""no""><a href=""https://hachyderm.io/@estherschindler"" class=""u-url mention"" rel=""nofollow noopener noreferrer"" target=""_blank"">@<span>estherschindler</span></a></span>  to play (feel free to ignore if you don't want to!)<br><a href=""https://mstdn.ca/tags/FilmsOfMastodon"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>FilmsOfMastodon</span></a> <span class=""h-card"" translate=""no""><a href=""https://mstdn.ca/@film"" class=""u-url mention"" rel=""nofollow noopener noreferrer"" target=""_blank"">@<span>film</span></a></span></p>",2023-10-24 00:00:07+00:00,"[{'id': 109376620255670531, 'username': 'KimberlyN', 'url': 'https://mstdn.ca/@KimberlyN', 'acct': 'KimberlyN@mstdn.ca'}, {'id': 109298506391774587, 'username': 'estherschindler', 'url': 'https://hachyderm.io/@estherschindler', 'acct': 'estherschindler@hachyderm.io'}, {'id': 111264789941633681, 'username': 'film', 'url': 'https://mstdn.ca/@film', 'acct': 'film@mstdn.ca'}]","[{'name': '10films', 'url': 'https://ruhr.social/tags/10films'}, {'name': 'filmsofmastodon', 'url': 'https://ruhr.social/tags/filmsofmastodon'}]",0,0
9,111287049622610538,"<p>Video : <a href=""https://videosua.osintukraine.com/media/2023-10-20/47738.MP4"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">videosua.osintukraine.com/medi</span><span class=""invisible"">a/2023-10-20/47738.MP4</span></a> <br>Archive : <a href=""https://videosua.osintukraine.com/2023-10_8.html#47738"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">videosua.osintukraine.com/2023</span><span class=""invisible"">-10_8.html#47738</span></a></p>",2023-10-24 00:00:04+00:00,[],[],0,0
18,111287050760889241,"<p>Josef Munsch, A Military Bivouac in a Royal Palace (1865)</p><p><a href=""https://acg.mn/tags/figurative"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>figurative</span></a> <a href=""https://artvee.com/dl/a-military-bivouac-in-a-royal-palace/"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">artvee.com/dl/a-military-bivou</span><span class=""invisible"">ac-in-a-royal-palace/</span></a></p>",2023-10-24 00:00:26+00:00,[],"[{'name': 'figurative', 'url': 'https://ruhr.social/tags/figurative'}]",0,0
40,111287052733543104,"<p>It appears there's little point in the 30+ billion parameter models these days. With fine tuning, 13B LLaMa-based models seem to largely match or beat the bigger ones. And I'm not hearing about 65B parameter LLaMa at all anymore.</p><p>With 4-bit GPTQ, a 13B model works just fine on a ""normal"" consumer GPU. The weird thing about GPTQ is that it actually seems to improve the performance of at least some models, which kind of blows my mind.</p><p>The number of fine-tuned models has exploded, the same way Stable Diffusion models have.</p><p>Also, there seems to be an LLM version of Rule 34: if it exists, there's an LLM that can write porn about it.</p>",2023-10-24 00:00:55+00:00,[],[],0,0
132,111287073540606587,"<p>Video : <a href=""https://videosua.osintukraine.com/media/2023-10-20/47737.mp4"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">videosua.osintukraine.com/medi</span><span class=""invisible"">a/2023-10-20/47737.mp4</span></a> <br>Archive : <a href=""https://videosua.osintukraine.com/2023-10_8.html#47737"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">videosua.osintukraine.com/2023</span><span class=""invisible"">-10_8.html#47737</span></a></p>",2023-10-24 00:06:05+00:00,[],[],0,0
175,111287089456774007,"<p><a href=""https://youtube.com/watch?v=9fQVPUFAumY&amp;si=BmD9Hc0QbQdc5Yu-"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">youtube.com/watch?v=9fQVPUFAum</span><span class=""invisible"">Y&amp;si=BmD9Hc0QbQdc5Yu-</span></a> <br>‼️🇺🇦Daily Military Video Summary of key events for Day 607 of Russia’s full-scale invasion of Ukraine | Day 3517 of The War in Ukraine and Invasion of Crimea (Oct. 23rd) | presented by the Armed Forces of Ukraine (Ukrinform - Ukrainian National News Agency VIDEO) <a href=""https://mastodon.online/tags/Ukraine"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>Ukraine</span></a> <a href=""https://mastodon.online/tags/Press"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>Press</span></a> <a href=""https://mastodon.online/tags/News"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>News</span></a> <a href=""https://mastodon.online/tags/russia"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>russia</span></a> <a href=""https://mastodon.online/tags/russiaUkraineWar"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>russiaUkraineWar</span></a> <a href=""https://mastodon.online/tags/9yrInvasionofUkraine"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>9yrInvasionofUkraine</span></a>  <a href=""https://mastodon.online/tags/BoycottMusk"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>BoycottMusk</span></a>   <br><a href=""https://mastodon.online/tags/NoEUPrezForHungary"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>NoEUPrezForHungary</span></a><br><a href=""https://mastodon.online/tags/NoUSRepublicans2024"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>NoUSRepublicans2024</span></a></p>",2023-10-24 00:10:21+00:00,[],"[{'name': 'ukraine', 'url': 'https://ruhr.social/tags/ukraine'}, {'name': 'press', 'url': 'https://ruhr.social/tags/press'}, {'name': 'news', 'url': 'https://ruhr.social/tags/news'}, {'name': 'russia', 'url': 'https://ruhr.social/tags/russia'}, {'name': 'russiaukrainewar', 'url': 'https://ruhr.social/tags/russiaukrainewar'}, {'name': '9yrinvasionofukraine', 'url': 'https://ruhr.social/tags/9yrinvasionofukraine'}, {'name': 'boycottmusk', 'url': 'https://ruhr.social/tags/boycottmusk'}, {'name': 'noeuprezforhungary', 'url': 'https://ruhr.social/tags/noeuprezforhungary'}, {'name': 'nousrepublicans2024', 'url': 'https://ruhr.social/tags/nousrepublicans2024'}]",0,0
186,111287092656389050,"<p>Video : <a href=""https://videosua.osintukraine.com/media/2023-10-20/47736.MOV"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">videosua.osintukraine.com/medi</span><span class=""invisible"">a/2023-10-20/47736.MOV</span></a> <br>Archive : <a href=""https://videosua.osintukraine.com/2023-10_8.html#47736"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">videosua.osintukraine.com/2023</span><span class=""invisible"">-10_8.html#47736</span></a></p>",2023-10-24 00:11:06+00:00,[],[],0,0
224,111287103335831525,"<p>The way ""censorship"" works is that the fine-tuning datasets give examples of ""illegal"" questions (like how to build a pipe bomb, say), and a ""canned"" response, something like ""I can't help you do anything illegal or that might hurt someone."" The problem with this approach is that it doesn't actually work; it's easy to ""prompt engineer"" one's way around, because the information is still in the model. You just have to follow another ""route"" to get to it.</p><p>As an example, instead of directly asking how to build a pipe bomb, ask your chatbot to write a movie scene in which a terrorist builds a pipe bomb. Since the ""censored"" training example matches the original question, and not the general concept of building a pipe bomb.</p><p>There are ways to actually censor models and remove certain concepts entirely. The problem is that they damage the model. And I don't mean in some weird twisted ""if it's not the average view of the Internet it's a lie"" kind of way. Because we don't understand how the models actually represent information, removing a concept will harm the model's understanding of other, potentially unrelated, concepts.</p>",2023-10-24 00:13:49+00:00,[],[],0,0
236,111287107579690005,<p><span>Can someone here recommend an anti-dandruff shampoo? I have the feeling my scalp is slowly dying</span></p>,2023-10-24 00:14:59.647000+00:00,[],[],0,0
249,111287110676884796,<p>PFORTPFLANTZEN</p>,2023-10-24 00:15:45+00:00,[],[],0,0
