,id,content,created_at,mentions,tags,favourites_count,replies_count
0,111223529591623973,"<p>Video : <a href=""https://videosua.osintukraine.com/media/2023-10-12/46604.mp4"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">videosua.osintukraine.com/medi</span><span class=""invisible"">a/2023-10-12/46604.mp4</span></a> <br>Archive : <a href=""https://videosua.osintukraine.com/2023-10_5.html#46604"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">videosua.osintukraine.com/2023</span><span class=""invisible"">-10_5.html#46604</span></a></p>",2023-10-12 18:46:03+00:00,[],[],0,0
67,111223540694695029,"<p>New York wants to forbid teenagers from signing up to fedi instances without parental approval. Oh, and every instance will have to provide a ""Data Protection Impact Assessment"" to the Bureau of Internet and Technology. They don't name the fediverse specifically, of course, but their definition of ""online product"" is so gobsmackingly broad it sweeps up all of us. As <span class=""h-card"" translate=""no""><a href=""https://mastodon.social/@mmasnick"" class=""u-url mention"" rel=""nofollow noopener noreferrer"" target=""_blank"">@<span>mmasnick</span></a></span> notes, this will give homophobic parents the legal right to cut their children off from social support.</p><p><a href=""https://www.techdirt.com/2023/10/12/new-york-pushing-yet-another-unconstitutional-social-media-age-verification-bill/"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://www.</span><span class=""ellipsis"">techdirt.com/2023/10/12/new-yo</span><span class=""invisible"">rk-pushing-yet-another-unconstitutional-social-media-age-verification-bill/</span></a></p><p><a href=""https://www.nysenate.gov/legislation/bills/2023/S3281"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://www.</span><span class=""ellipsis"">nysenate.gov/legislation/bills</span><span class=""invisible"">/2023/S3281</span></a></p><p><a href=""https://icosahedron.website/tags/LawFedi"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>LawFedi</span></a></p>",2023-10-12 18:49:00+00:00,"[{'id': 113753, 'username': 'mmasnick', 'url': 'https://mastodon.social/@mmasnick', 'acct': 'mmasnick@mastodon.social'}]","[{'name': 'lawfedi', 'url': 'https://ruhr.social/tags/lawfedi'}]",0,0
100,111223546130041417,"<p>Ein früherer Schlagzeuglehrer aus Hamburg kommt für dreieinhalb Jahre ins Gefängnis. </p><p>Leider viel zu wenig für einen Seelenbrecher.</p><p><a href=""https://www.ndr.de/nachrichten/hamburg/Kindesmissbrauch-Musiklehrer-zu-dreieinhalb-Jahren-Haft-verurteilt,prozess8488.html"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://www.</span><span class=""ellipsis"">ndr.de/nachrichten/hamburg/Kin</span><span class=""invisible"">desmissbrauch-Musiklehrer-zu-dreieinhalb-Jahren-Haft-verurteilt,prozess8488.html</span></a></p>",2023-10-12 18:50:19+00:00,[],[],0,0
113,111223549493774466,"<p>Video : <a href=""https://videosua.osintukraine.com/media/2023-10-12/46603.MP4"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">videosua.osintukraine.com/medi</span><span class=""invisible"">a/2023-10-12/46603.MP4</span></a> <br>Archive : <a href=""https://videosua.osintukraine.com/2023-10_5.html#46603"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">videosua.osintukraine.com/2023</span><span class=""invisible"">-10_5.html#46603</span></a></p>",2023-10-12 18:51:04+00:00,[],[],0,0
136,111223412423228971,"<p>Roach muttering “Still sticking to that one, huh?” while he keeps smiling at Ed is comedy gold 😂🙌</p><p><a href=""https://blorbo.social/tags/OFMDS2Spoilers"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>OFMDS2Spoilers</span></a></p>",2023-10-12 18:16:28+00:00,[],"[{'name': 'ofmds2spoilers', 'url': 'https://ruhr.social/tags/ofmds2spoilers'}]",0,0
235,111223568900969243,"<p>Video : <a href=""https://videosua.osintukraine.com/media/2023-10-12/46602.mp4"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">videosua.osintukraine.com/medi</span><span class=""invisible"">a/2023-10-12/46602.mp4</span></a> <br>Archive : <a href=""https://videosua.osintukraine.com/2023-10_5.html#46602"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">videosua.osintukraine.com/2023</span><span class=""invisible"">-10_5.html#46602</span></a></p>",2023-10-12 18:56:07+00:00,[],[],0,0
249,111223570269465313,<p>恶心</p>,2023-10-12 18:56:36+00:00,[],[],0,0
254,111223570794030538,"<p>Was mich ziemlich beunruhigt ist, dass auch die Terrororganisationen (das Wort finde ich irgendwie absurd) ihren Senf dazu geben und die Hamas beglückwünschen und anfeuern, zum Beispiel die aus Somalia. <br>Das lässt das Ganze in meinem Kopf noch viel größer werden.</p>",2023-10-12 18:56:44+00:00,[],[],0,0
263,111223571834847741,"<p>""McCrispy (not available after midnight)""</p><p>:blobfoxeyes:​</p>",2023-10-12 18:56:59+00:00,[],[],0,0
274,111223398267606551,<p>big ben<br>pig pen</p>,2023-10-12 18:12:52+00:00,[],[],0,0
